x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.82634826488,43133.24935924902,0.0,0.0,0.0,-0.8641775047575619,0.5031870827743832,1.5
89668.2388975564,43130.45242228646,0.0,0.0,0.0,-0.8567052353123144,0.5158063006482879,1.5
89666.87822552054,43127.882263996544,0.0,0.0,0.0,-0.8760856354219352,0.48215553445682235,1.5
89665.44196059382,43125.61447727014,0.0,0.0,0.0,-0.8683274209497469,0.4959914213237574,1.5
89663.70332410357,43122.66635452582,0.0,0.0,0.0,-0.9657707506138885,0.2593971034122904,1.5
89660.83079425011,43121.00331092646,0.0,0.0,0.0,-0.958760558299818,0.28421504507787987,1.5
89657.80707861489,43119.037895763584,0.0,0.0,0.0,-0.9705122143351904,0.2410519483974468,1.5
89653.95184118,43116.99688770982,0.0,0.0,0.0,0.9953877060263016,0.0959339079350832,1.5
89650.61527763396,43117.64606331011,0.0,0.0,0.0,0.9868796805156107,0.16145741291562324,2.0
89647.04114078643,43118.84771276746,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89644.45593458207,43119.85356517503,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89642.08375731178,43120.77653225382,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89638.68207722215,43122.21279718054,0.0,0.0,0.0,0.9933938861945701,0.11475446340447655,8.333333333333334
89636.71358027491,43123.41711691381,0.0,0.0,0.0,0.9644021973194151,0.26443978862017686,8.333333333333334
89634.365355967,43124.77255121092,0.0,0.0,0.0,0.9478840761859502,0.31861540784009157,8.333333333333334
89632.67664799945,43126.47670058874,0.0,0.0,0.0,0.8982138408008226,0.43955875169746594,8.333333333333334
89630.51683844603,43129.72536074752,0.0,0.0,0.0,0.881372754875772,0.4724214929093428,8.333333333333334
89628.28172387418,43133.087385069404,0.0,0.0,0.0,0.884330243800063,0.46686188525143185,8.333333333333334
89626.55710927906,43135.52175216374,0.0,0.0,0.0,0.8877288970319488,0.46036659889097054,8.333333333333334
89624.84378384842,43137.964866131406,0.0,0.0,0.0,0.8871638984945996,0.46145445843318456,8.333333333333334
89623.13070584535,43140.408262837576,0.0,0.0,0.0,0.8868423068033169,0.4620722052491056,8.333333333333334
89621.42391325267,43142.85654062295,0.0,0.0,0.0,0.8864435158948335,0.4628367888662331,8.333333333333334
89619.71897304409,43145.30626437032,0.0,0.0,0.0,0.8854684823045847,0.46469943710447437,8.333333333333334
89618.03279456923,43147.76886086964,0.0,0.0,0.0,0.8834202254242988,0.46858158874552586,8.333333333333334
89616.37137449086,43150.247771803355,0.0,0.0,0.0,0.8787785756254296,0.4772297298175598,8.333333333333334
89614.78172754493,43152.77683571237,0.0,0.0,0.0,0.8641164104961108,0.5032919919006431,8.333333333333334
89613.42079732881,43155.44934938834,0.0,0.0,0.0,0.8268658720125683,0.5623991729198178,8.333333333333334
89612.5864691543,43158.3338214063,0.0,0.0,0.0,0.7531309986112102,0.6578705791649914,8.333333333333334
89612.618899807,43161.361151198675,0.0,0.0,0.0,0.638837412822043,0.7693417705927832,8.333333333333334
89613.67957697004,43164.1806413035,0.0,0.0,0.0,0.4559664757552467,0.8899969511112609,8.333333333333334
89615.98792543272,43166.041759065425,0.0,0.0,0.0,0.2148769595133365,0.9766411276770521,8.333333333333334
89618.9601194418,43166.62245325532,0.0,0.0,0.0,-0.036598837506214864,0.9993300381221379,8.333333333333334
89621.77868882753,43165.617034810435,0.0,0.0,0.0,-0.27320483079070296,0.9619558827891347,8.333333333333334
89623.98289873163,43163.519095280084,0.0,0.0,0.0,-0.4020062993021321,0.91563690146335,8.333333333333334
89625.85340123394,43161.18468134935,0.0,0.0,0.0,-0.4705746911158004,0.8823601646047202,8.333333333333334
89627.30633359918,43158.56523539555,0.0,0.0,0.0,-0.5215156226221377,0.8532417332509258,8.333333333333334
89628.58251311297,43155.858879077954,0.0,0.0,0.0,-0.5464518844733948,0.8374905002180476,8.333333333333334
89629.71585798709,43153.08972619414,0.0,0.0,0.0,-0.5631486909295349,0.8263555844213502,8.333333333333334
89630.76304506118,43150.309743340156,0.0,0.0,0.0,-0.5237063019571426,0.8518988844284128,8.333333333333334
89632.38074894853,43147.82273341257,0.0,0.0,0.0,-0.5107230973131867,0.8597452633605057,8.333333333333334
89633.3428914289,43145.57324807356,0.0,0.0,0.0,-0.5339463147223521,0.8455183812280008,8.333333333333334
89634.58823389905,43143.185282892184,0.0,0.0,0.0,-0.5049190377667735,0.8631667077110166,8.333333333333334
89636.23873679122,43140.4230361799,0.0,0.0,0.0,-0.42679908698763896,0.9043464708542395,8.333333333333334
89638.49703284503,43138.43860632341,0.0,0.0,0.0,-0.29857763602132004,0.9543853494621133,8.333333333333334
89640.7463478689,43137.2966493648,0.0,0.0,0.0,-0.15311864981450796,0.9882078116868851,8.333333333333334
89642.80921260451,43137.06942649504,0.0,0.0,0.0,0.05472536362937709,0.9985014444534532,8.333333333333334
89644.83469605821,43137.74614383563,0.0,0.0,0.0,0.2570843326293276,0.9663889723690628,8.333333333333334
89646.62323443458,43139.25322944075,0.0,0.0,0.0,0.44818603538662,0.8939403099113629,8.333333333333334
89647.47205049552,43141.27859705001,0.0,0.0,0.0,0.6488413941339874,0.7609236789969567,8.333333333333334
89647.55818828745,43145.09596319655,0.0,0.0,0.0,0.7728832902758431,0.6345482011733914,8.333333333333334
